d,vs
0.0,129.0
1.0,129.0
2.0,129.0
3.0,129.0
3.5,118.0
4.0,144.0
4.5,124.0
5.0,120.0
5.5,113.0
6.0,114.0
6.5,113.0
7.0,118.0
7.5,130.0
8.0,124.0
8.5,134.0
9.0,116.0
9.5,124.0
10.0,118.0
10.5,152.0
11.0,148.0
11.5,202.0
12.0,228.0
12.5,312.0
13.0,328.0
13.5,318.0
14.0,248.0
14.5,238.0
15.0,277.0
15.5,241.0
16.0,252.0
16.5,235.0
17.0,235.0
17.5,202.0
18.0,230.0
18.5,202.0
19.0,199.0
19.5,213.0
20.0,232.0
20.5,235.0
21.0,216.0
21.5,199.0
22.0,256.0
22.5,206.0
23.0,204.0
23.5,206.0
24.0,206.0
