d,vs
0.0,112.0
1.0,104.0
1.5,94.0
2.0,181.0
2.5,153.0
3.0,176.0
3.5,221.0
4.0,190.0
4.5,153.0
5.0,190.0
5.5,192.0
6.0,212.0
6.5,194.0
7.0,182.0
7.5,174.0
8.0,205.0
8.5,182.0
9.0,189.0
9.5,220.0
10.0,208.0
10.5,192.0
11.0,203.0
11.5,210.0
12.0,140.0
12.5,224.0
13.0,263.0
13.5,293.0
14.0,309.0
14.5,333.0
15.0,354.0
15.5,302.0
16.0,400.0
16.5,297.0
17.0,287.0
17.5,353.0
18.0,381.0
18.5,361.0
19.0,353.0
19.5,353.0
