d,vs
0.0,91.0
1.0,155.0
1.5,176.0
2.0,160.0
2.5,208.0
3.0,169.0
3.5,150.0
4.0,225.0
4.5,256.0
5.0,171.0
5.5,203.0
6.0,438.0
6.5,195.0
7.0,217.0
7.5,246.0
8.0,250.0
8.5,272.0
9.0,204.0
9.5,213.0
10.0,205.0
10.5,213.0
11.0,222.0
11.5,211.0
12.0,236.0
12.5,256.0
13.0,263.0
13.5,263.0
14.0,264.0
14.5,238.0
15.0,277.0
15.5,240.0
16.0,271.0
16.5,278.0
17.0,254.0
17.5,271.0
18.0,291.0
18.5,266.0
19.0,285.0
19.5,297.0
20.0,283.0
20.5,297.0
21.0,296.0
21.5,272.0
22.0,256.0
22.5,279.0
23.0,288.0
23.5,330.0
24.0,252.0
24.5,212.0
25.0,212.0
