Depth,Qc,Fc,u,Hegazy Vs,Andrus-H Vs,Andrus-P Vs,Rob Vs,Mc15 Vs,Mc18 Vs
0.0,0.1807,0.0,0.0001,,,,,,
0.01,0.3806,0.0,-0.0003,,,,,,
0.02,0.4075,0.0,-0.0003,,,,,,
0.03,0.6228,0.0004,-0.0003,2383.3609569064147,48.62653803217283,59.19752456090606,279.6368727359202,16.24855370050099,39.720747368165064
0.04,1.0418,0.0008,-0.0003,,,,,,
0.05,1.48,0.0016,-0.0003,1314.1469658978801,63.866182886492545,77.75013568790398,228.12561281590413,23.800776700209042,54.47468165455915
0.06,1.3609,0.0032,-0.0003,,,,,,
0.07,1.3955,0.0064,-0.0004,1653.4153718773528,69.48211293516684,84.58692009498573,268.6452972227424,29.074289670718525,70.99764722533742
0.08,1.6223,0.0059,-0.0005,,,,,,
0.09,2.3527,0.0128,-0.0005,1143.693375691681,82.24002729678425,100.118294100433,247.6012001202683,35.60420161765928,83.11319906784814
0.1,3.5444,0.0127,-0.0005,,,,,,
0.11,3.6097,0.0126,-0.0005,644.6394861706477,90.05261210035316,109.62926690477777,206.0147459451017,39.98817504131681,87.53980237306325
0.12,3.2561,0.0124,-0.0005,,,,,,
0.13,3.0961,0.0109,-0.0005,626.2180949839103,88.95584976735155,108.29407797764537,205.6400629865425,40.48347939328806,89.51274988583808
0.14,3.0253,0.0102,-0.0005,,,,,,
0.15,3.0273,0.0102,-0.0005,571.5879060667543,89.83773938242564,109.36768272643123,201.01694229508956,41.759663807225195,92.00017992345069
0.16,3.0293,0.0108,-0.0005,,,,,,
0.17,3.0677,0.0114,-0.0005,560.6629987292068,92.11516135901847,112.14019643706597,202.56739603364477,43.72268071377996,96.3525867553992
0.18,3.1061,0.02,-0.0006,,,,,,
0.19,3.2887,0.0285,-0.0006,871.7946112328254,101.54270423255528,123.61720515267601,248.3420208646884,49.14902882180978,111.69667052102822
0.2,3.4713,0.0295,-0.0006,,,,,,
0.21,3.3711,0.0305,-0.0006,843.3742886713633,103.83719252550185,126.41049524843704,248.17333098969385,51.00242068435653,115.59677718105895
0.22,3.3227,0.0339,-0.0005,,,,,,
0.23,3.5354,0.0344,-0.0006,836.3806530516467,106.96496883283092,130.2182229269246,250.7663891399065,53.19706407904739,120.19542592914092
0.24,3.7481,0.0333,-0.0006,,,,,,
0.25,3.7712,0.0323,-0.0007,723.9163402806905,108.50545107377128,132.09359261154765,239.57874866568912,54.6665935123664,121.8150237694504
0.26,3.7943,0.0298,-0.0007,,,,,,
0.27,4.4209,0.0247,-0.0007,515.554898613946,109.33691067211855,133.10580429649215,212.7362837083582,55.88359494223976,120.0942379690701
0.28,4.0095,0.0257,-0.0007,,,,,,
0.29,4.0571,0.02,-0.0007,470.15640224409384,107.03229336632505,130.30018322856964,204.8093147490057,55.32647724663241,118.89980560918451
0.3,4.1047,0.0198,-0.0007,,,,,,
0.31,4.2306,0.0196,-0.0007,438.03972884609755,108.36246508717453,131.91952271482117,201.04854000112638,56.60770015017749,120.64322212513649
0.32,4.4824,0.0195,-0.0007,,,,,,
0.33,5.0513,0.0194,-0.0007,375.24089087835205,111.66994175811978,135.9460160533632,192.89613862919398,59.03944921443649,122.56407459800556
0.34,4.7534,0.019,-0.0007,,,,,,
0.35,4.7563,0.0187,-0.0007,374.83279448304233,111.28972520774106,135.48314373116304,192.98270935243133,59.31415710859083,123.75426405941798
0.36,4.7592,0.0192,-0.0007,,,,,,
0.37,4.5746,0.0198,-0.0007,387.9055707326843,112.02899958644379,136.38312993132288,196.1675483880648,60.18551251950347,126.40605552284624
0.38,4.5554,0.0212,-0.0007,,,,,,
0.39,4.6938,0.0218,-0.0007,393.3461206419224,114.08348363657274,138.88424094887117,198.83139143516982,61.790998382137346,129.73815783640697
0.4,4.394,0.0225,-0.0007,,,,,,
