Depth,Qc,Fs,u,Hegazy Vs,Andrus-H Vs,Andrus-P Vs,Rob Vs,Mc15 Vs,Mc18 Vs
0.01,-8888.0,-8.888,-8.888,,,,,,
0.02,-8888.0,-8.888,-8.888,,,,,,
0.03,-8888.0,-8.888,-8.888,,,,,,
0.04,-8888.0,-8.888,-8.888,,,,,,
0.05,-8888.0,-8.888,-8.888,,,,,,
0.06,-8888.0,-8.888,-8.888,,,,,,
0.07,-8888.0,-8.888,-8.888,,,,,,
0.08,-8888.0,-8.888,-8.888,,,,,,
0.09,-8888.0,-8.888,-8.888,,,,,,
0.1,-8888.0,-8.888,-8.888,,,,,,
0.11,-8888.0,-8.888,-8.888,,,,,,
0.12,-8888.0,-8.888,-8.888,,,,,,
0.13,-8888.0,-8.888,-8.888,,,,,,
0.14,-8888.0,-8.888,-8.888,,,,,,
0.15,-8888.0,-8.888,-8.888,,,,,,
0.16,-8888.0,-8.888,-8.888,,,,,,
0.17,-8888.0,-8.888,-8.888,,,,,,
0.18,-8888.0,-8.888,-8.888,,,,,,
0.19,-8888.0,-8.888,-8.888,,,,,,
0.2,-8888.0,-8.888,-8.888,,,,,,
0.21,-8888.0,-8.888,-8.888,,,,,,
0.22,-8888.0,-8.888,-8.888,,,,,,
0.23,-8888.0,-8.888,-8.888,,,,,,
0.24,-8888.0,-8.888,-8.888,,,,,,
0.25,-8888.0,-8.888,-8.888,,,,,,
0.26,-8888.0,-8.888,-8.888,,,,,,
0.27,-8888.0,-8.888,-8.888,,,,,,
0.28,-8888.0,-8.888,-8.888,,,,,,
0.29,-8888.0,-8.888,-8.888,,,,,,
0.3,-8888.0,-8.888,-8.888,,,,,,
0.31,-8888.0,-8.888,-8.888,,,,,,
0.32,-8888.0,-8.888,-8.888,,,,,,
0.33,-8888.0,-8.888,-8.888,,,,,,
0.34,-8888.0,-8.888,-8.888,,,,,,
0.35,-8888.0,-8.888,-8.888,,,,,,
0.36,-8888.0,-8.888,-8.888,,,,,,
0.37,-8888.0,-8.888,-8.888,,,,,,
0.38,-8888.0,-8.888,-8.888,,,,,,
0.39,-8888.0,-8.888,-8.888,,,,,,
0.4,-8888.0,-8.888,-8.888,,,,,,
0.41,-8888.0,-8.888,-8.888,,,,,,
0.42,-8888.0,-8.888,-8.888,,,,,,
0.43,-8888.0,-8.888,-8.888,,,,,,
0.44,-8888.0,-8.888,-8.888,,,,,,
0.45,-8888.0,-8.888,-8.888,,,,,,
0.46,-8888.0,-8.888,-8.888,,,,,,
0.47,-8888.0,-8.888,-8.888,,,,,,
0.48,-8888.0,-8.888,-8.888,,,,,,
0.49,-8888.0,-8.888,-8.888,,,,,,
0.5,-8888.0,-8.888,-8.888,,,,,,
0.51,2.895,0.059,0.221,5060.460507614907,119.47788600245842,145.45133948125374,438.9018621696458,67.44976528513595,157.4715023514539
0.52,2.972,0.059,0.2,,,,,,
