Depth,Qc,Fs,u,Hegazy Vs,Andrus-H Vs,Andrus-P Vs,Rob Vs,Mc15 Vs,Mc18 Vs
0.0,0.0,0.0,0.0,,,,,,
0.01,0.4732,0.0,0.0203,,,,,,
0.02,0.5397,0.0,0.0152,,,,,,
0.03,0.571,0.0,0.0055,,,,,,
0.04,0.5945,0.0,-0.0057,,,,,,
0.05,0.6258,0.0,-0.0102,,,,,,
0.06,0.6649,0.0,-0.0166,,,,,,
0.07,0.7548,0.0,-0.0235,,,,,,
0.08,0.7939,0.0144,-0.0268,8438.526995647027,66.5496810881822,81.01700306387397,500.99883949881047,29.756866851674594,81.26188888433121
0.09,0.8682,0.0287,-0.0205,,,,,,
0.1,0.8526,0.0307,-0.0023,12817.03692309642,73.08219505103916,88.96962875778681,596.3588322930402,34.06258751669079,94.92383148131394
0.11,1.1303,0.0319,-0.015,,,,,,
0.12,1.2515,0.0327,-0.0055,5853.712954983032,81.44479887745337,99.15018993776933,465.28737873777845,38.06867102189814,100.50896638841445
0.13,1.3845,0.0327,-0.0047,,,,,,
0.14,1.6152,0.0326,-0.0041,3287.2760696689343,87.30018199444687,106.27848242802229,382.03893753060885,41.21194065654324,104.66206787211432
0.15,1.5957,0.0326,0.0012,,,,,,
0.16,1.6387,0.0327,-0.0027,2697.131401320691,89.0215949683538,108.3741156136481,359.5603466100456,42.8705014079016,108.31300746939833
0.17,1.7052,0.0334,0.0,,,,,,
0.18,1.7365,0.0341,0.0025,2279.692408284199,91.6335891957798,111.55393467312324,342.1996450304353,44.824490549052,112.24716007809866
0.19,1.713,0.0345,0.0021,,,,,,
0.2,1.6661,0.0337,0.0012,2096.376769969766,92.02089780658751,112.02544080801958,333.84261617831726,45.83765556046364,115.06753755749381
0.21,1.5918,0.0329,0.0,,,,,,
0.22,1.5136,0.0317,0.0,1982.8780811245003,90.94864639013211,110.72009125755214,327.31476183098096,46.18711633605382,116.85908460718346
0.23,1.4275,0.031,0.0006,,,,,,
0.24,1.3571,0.0296,0.0039,1903.5729113851135,89.46587455182751,108.91497771526828,321.920862336123,46.31587431039968,118.30482288412112
0.25,1.2867,0.0277,0.01,,,,,,
0.26,1.2281,0.0262,0.0131,1752.1290587183319,87.68062414624296,106.74162939542623,310.8474037311242,46.211394927780134,118.73739316705195
0.27,1.1694,0.0257,0.0125,,,,,,
0.28,1.1146,0.0238,0.0113,1653.6401656611833,86.14124102978492,104.86759777539035,303.08018115545565,46.14968964256241,119.39727709617267
0.29,1.0521,0.0217,0.0125,,,,,,
0.3,0.9973,0.02,0.0154,1501.7165331607537,83.80879242410074,102.02809512499222,290.16677492961253,45.632466054417286,118.68522114630387
0.31,0.9308,0.0178,0.0332,,,,,,
0.32,0.8682,0.0156,0.0356,1330.4434306458902,80.4984317985833,97.99809088523185,274.0154271424074,44.610809832498056,116.6849069164801
0.33,0.8135,0.0129,0.034,,,,,,
0.34,0.7314,0.0112,0.0399,1161.2026810971604,76.44309915644928,93.06116419045999,256.30943864047714,43.061819032305486,113.34882201241217
0.35,0.6492,0.0096,0.044,,,,,,
0.36,0.5906,0.0074,0.044,1007.7834057752167,71.56982470316798,87.12848224733493,238.11459669979928,40.9904236290374,108.79576321227823
0.37,0.5358,0.0058,0.0471,,,,,,
0.38,0.485,0.0047,0.0491,838.2869726726482,67.14095260055156,81.73681186154103,217.05093153803307,38.95189541215898,103.82267534174557
0.39,0.4419,0.0045,0.0498,,,,,,
0.4,0.4146,0.0043,0.053,778.1956399366219,64.78623725047034,78.8702018701378,206.5768203394694,38.34484629903078,103.84899290601288
0.41,0.3559,0.0042,0.0526,,,,,,
0.42,0.3285,0.0041,0.0496,734.0822249405535,61.512570971931375,74.88486900930776,195.51165099719557,37.438917200791025,104.31003449440317
0.43,0.3168,0.0041,0.0481,,,,,,
0.44,0.3129,0.004,0.0481,700.8134961620825,61.07994027546512,74.3581881614358,191.0512383016991,37.584350318078805,105.16883972682659
0.45,0.307,0.0037,0.0491,,,,,,
0.46,0.306,0.0034,0.0483,642.293872937741,60.595802427986214,73.7688029558093,184.71201252671332,37.421495175683766,104.11758463362854
0.47,0.3095,0.0033,0.0477,,,,,,
0.48,0.3129,0.0033,0.0487,615.3716915486599,61.15998964526483,74.45563956814848,182.6494113492877,37.894653916361676,104.8543860824221
0.49,0.309,0.0033,0.0496,,,,,,
0.5,0.309,0.0033,0.051,594.1763967910762,61.24285111696881,74.55651440326638,180.10315492793006,38.257991141181336,105.93309753231685
0.51,0.307,0.0034,0.0524,,,,,,
0.52,0.3099,0.0035,0.0524,585.4055541179737,61.73615692709794,75.15706060690185,179.30373072828272,38.88304851364745,107.81333660341554
0.53,0.3129,0.0058,0.052,,,,,,
0.54,0.3246,0.0068,0.052,707.6839530901544,64.93557955922036,79.05200989818131,193.25858764565052,41.79802046019961,118.70404388906128
0.55,0.3324,0.0072,0.0534,,,,,,
0.56,0.352,0.0073,0.0543,703.2173388189343,66.77132352456952,81.28682863860638,195.29910527127157,42.97066111274394,120.98393721384991
0.57,0.3637,0.0073,0.0565,,,,,,
0.58,0.3755,0.0073,0.0588,681.0268998710594,68.06355417403947,82.85997899448284,195.03799629770458,43.79761222968399,122.12121687311554
0.59,0.3911,0.0072,0.0592,,,,,,
0.6,0.4067,0.0071,0.0594,655.3922456164299,69.56928573099576,84.69304349860354,194.85419656508975,44.620434437562395,122.80165956003901
0.61,0.6062,0.0067,0.0197,,,,,,
0.62,0.5671,0.0064,0.0373,617.0728552110555,75.31059805115716,91.68246719271306,200.73296464035744,46.831992953024645,122.46594297268219
0.63,0.5436,0.0061,0.041,,,,,,
0.64,0.5397,0.0057,0.0426,581.8118865858796,74.23297547751463,90.37057884219173,195.37535077033144,46.462590176299685,121.56399050592783
0.65,0.5338,0.0049,0.0451,,,,,,
0.66,0.5368,0.0041,0.0471,488.0803173735218,73.10454572734575,88.99683827676874,182.17769525719785,45.562243236778876,117.37264323822487
0.67,0.5397,0.0038,0.0492,,,,,,
0.68,0.5514,0.0033,0.0516,429.3785313039772,73.0040782166194,88.87453000284101,173.72377641673657,45.296346210418655,114.99479319475996
0.69,0.571,0.0033,0.053,,,,,,
0.7,0.5906,0.0035,0.0547,416.44037413488485,74.5906117778075,90.8059621642874,173.05329453798245,46.34244909485834,116.79008560659916
0.71,0.6336,0.0037,0.0557,,,,,,
0.72,0.704,0.0039,0.0567,392.94611914605935,78.22346484972915,95.22856590401811,172.3453882784673,48.335373886067494,119.44701842818321
0.73,0.8135,0.0046,0.0584,,,,,,
0.74,0.9817,0.0053,0.0561,374.45666264501455,85.59263504703723,104.1997296224801,175.08419314717233,52.41119768395625,125.47924202091141
0.75,1.3923,0.0062,0.0518,,,,,,
0.76,1.5566,0.0069,0.0123,332.4198838418733,95.67133266227388,116.46944845842039,175.20972273129928,57.674251636245195,131.18315935632697
0.77,1.6622,0.0071,0.0027,,,,,,
0.78,1.7443,0.0072,-0.0029,316.33787135007776,98.31809129458559,119.6915894021042,174.11103672103167,59.26143584570281,132.8926345254056
0.79,1.7717,0.0075,-0.0059,,,,,,
0.8,1.7521,0.0076,-0.0076,318.2254694575448,99.04327649408934,120.57442355802182,174.98606635035463,59.98695919889762,134.69442631633672
0.81,1.6739,0.0074,-0.0092,,,,,,
0.82,1.6035,0.0072,-0.0092,319.82950986552163,97.45385261509924,118.63947274881647,174.1513003747456,59.36720488357906,134.50096334770322
0.83,1.5292,0.0064,-0.0088,,,,,,
0.84,1.4158,0.0054,-0.0025,297.8938145748728,93.9510098530647,114.3751424298179,167.46666502353074,57.31923972677868,130.23599059017872
0.85,1.2945,0.0046,0.0021,,,,,,
0.86,1.1968,0.0041,0.0057,285.51840215583275,89.91771993511843,109.46505035579635,162.14132752572144,55.043312291349906,126.24876099398674
0.87,1.0873,0.0037,0.0074,,,,,,
0.88,0.8448,0.0038,0.0104,315.4056517154515,83.6805737161305,101.87200278485452,163.08728838524976,52.35505338116627,125.41333532687204
0.89,0.7392,0.0038,0.0129,,,,,,
0.9,0.6453,0.0037,0.0211,342.39451334352884,79.0314012867452,96.2121406969072,164.08914057590553,50.56658952213139,125.44159594826802
0.91,0.5632,0.0037,0.0287,,,,,,
0.92,0.5045,0.0033,0.0375,353.7199024150643,74.43098634489772,90.61163555031027,162.10562215779055,48.64066508288033,124.05265414536383
0.93,0.4732,0.0036,0.042,,,,,,
0.94,0.4615,0.004,0.0473,377.9634906123059,73.67613616547213,89.69268750579215,164.5416611973367,49.08616141282337,127.80380145297194
0.95,0.4693,0.0051,0.052,,,,,,
0.96,0.4771,0.0052,0.0553,401.73299683582286,75.35159819381965,91.73238040986742,168.9513166729005,50.70342062475878,132.97699718545857
0.97,0.4967,0.0112,0.0639,,,,,,
0.98,0.5319,0.0123,0.0643,533.686997509302,81.33760455140663,99.0196924973646,189.93684108806315,55.63656578010108,149.6231380508593
0.99,0.5514,0.0137,0.0688,,,,,,
1.0,0.5945,0.0217,0.0735,664.1824623054752,86.73441345470842,105.58972072747112,208.685745597062,59.59665005514189,162.04224243219227
1.01,0.6336,0.0335,0.0772,,,,,,
1.02,0.7079,0.0397,0.0805,855.9603325425574,94.42792574415299,114.95573568853406,234.42419123702723,64.61066904544613,176.38764297435367
1.03,0.9856,0.0467,0.0707,,,,,,
1.04,1.7404,0.0569,0.0211,843.3676248599863,118.88142292596976,144.72521051857188,262.1088292654115,76.18700059759816,186.98836664345427
1.05,2.1158,0.066,-0.0098,,,,,,
1.06,2.2918,0.076,-0.0125,883.8004696411324,129.1855703880063,157.26939003757292,275.033958119059,81.62549513348476,195.49390151486745
1.07,2.55,0.0837,0.0481,,,,,,
1.08,3.2266,0.0902,0.23,810.4683958406296,139.36190577108232,169.65797224305675,275.0839290806162,87.42810562733409,201.35273329607364
1.09,4.92,0.1001,0.1436,,,,,,
1.1,9.8322,0.1126,0.0107,524.6523614300488,169.6698307886727,206.5545766122972,260.4049894695026,105.08588287376881,209.93154922360696
1.11,10.8608,0.1275,0.0254,,,,,,
1.12,11.4514,0.1363,-0.0377,553.1801144782482,177.43599267914536,216.0090345659161,270.5092376701506,109.68297600893578,216.4372114654974
1.13,11.7017,0.1453,-0.0528,,,,,,
