Depth,Qc,Fs,u,Hegazy Vs,Andrus-H Vs,Andrus-P Vs,Rob Vs,Mc15 Vs,Mc18 Vs
0.01,0.137,0.005,0.0,7624.425598483791,31.97047905440168,38.92058319666292,379.4610279531067,11.871896316774157,41.30832527818553
0.02,0.307,0.005,0.003,,,,,,
0.03,0.425,0.007,0.002,8149.411762030246,48.98192062364763,59.63016423748408,457.9665264355635,19.50242763369674,57.462465516667116
0.04,0.425,0.007,0.002,,,,,,
0.05,0.51,0.008,0.0,5013.164813353706,54.8128194631675,66.7286497812474,400.31997229214903,23.333401738566504,66.62494816036748
0.06,0.799,0.009,0.0,,,,,,
0.07,1.266,0.011,0.0,1987.7712858063685,70.50931763263824,85.83743016147264,300.1451766742705,29.98755963360581,76.12172442505579
0.08,1.495,0.011,0.0,,,,,,
0.09,1.631,0.014,0.001,1505.9301853610523,77.58539582183629,94.45178621788766,278.51679555230425,34.026653451284965,83.85943156557269
0.1,1.852,0.015,0.001,,,,,,
0.11,1.869,0.017,0.001,1317.3040274421448,82.70653267878794,100.68621369591575,271.1286238157272,37.28756207395484,90.5733379558224
0.12,2.089,0.0203,0.001,,,,,,
0.13,2.183,0.0237,0.001,1289.7354145494546,89.08669373617516,108.4533662875176,276.4128242169325,41.0602817970885,98.76741929065201
0.14,2.293,0.027,0.001,,,,,,
0.15,2.446,0.027,0.0,1166.7750675861457,93.49810304844497,113.82377762419388,271.0947158426588,43.90481127136709,104.24679482997337
0.16,2.565,0.033,0.002,,,,,,
0.17,2.675,0.039,0.002,1311.0340945242342,99.57000902948992,121.21566316633557,290.16003507192613,47.4761628399168,112.94419840205451
0.18,2.828,0.046,0.002,,,,,,
0.19,2.888,0.05,0.002,1386.9733231690311,104.65542653458586,127.40660621601758,302.06067592288696,50.541930897916224,120.04910765221787
0.2,2.939,0.054,0.001,,,,,,
0.21,3.035,0.061,0.0003,1462.748702562066,108.9173274116622,132.5950072837627,312.9662882920184,53.211808001082865,126.39854941032971
0.22,3.131,0.065,-0.0003,,,,,,
0.23,3.227,0.073,-0.001,1516.9334657846364,113.29919240409735,137.9294516223794,322.01472483998657,55.88574050193277,132.45671560416693
0.24,3.227,0.081,-0.001,,,,,,
0.25,3.053,0.085,-0.002,1709.2835626689234,115.07547145387804,140.09187829167763,339.18588266666046,57.46290478645571,137.92723062300078
0.26,2.879,0.093,-0.003,,,,,,
0.27,2.837,0.099,-0.003,1959.9239638673819,116.35440194666319,141.64883715245955,358.9185772567825,58.82831577749366,143.37668078853048
0.28,2.828,0.109,-0.003,,,,,,
0.29,2.811,0.119,-0.004,2195.826766516866,119.3102821439033,145.24730000127357,377.9768768193106,60.85143524643013,149.51650066572978
0.3,2.726,0.129,-0.008,,,,,,
0.31,2.718,0.134,-0.009,2379.3063643309833,120.93134225409165,147.22076448324202,391.5016024844739,62.301426873117414,154.3872152379974
0.32,2.675,0.142,-0.008,,,,,,
0.33,2.633,0.149,-0.009,2549.676329026629,122.36631702202604,148.96769028768387,403.4803292325727,63.662557624020224,158.98982578107606
0.34,2.616,0.151,-0.013,,,,,,
0.35,2.59,0.157,-0.012,2581.978048920171,123.49199478285382,150.33808060521338,406.67018168594507,64.840085151615,162.45547177400732
0.36,2.573,0.159,-0.008,,,,,,
0.37,2.514,0.165,-0.008,2637.8501209184165,124.1803963469979,151.1761346833018,410.69182054688514,65.8387639727836,165.78697500747361
0.38,2.463,0.168,-0.007,,,,,,
0.39,2.446,0.17,-0.004,2647.8988517200846,124.63921843640085,151.73470070518366,411.7278883085712,66.71120316756875,168.62891222464285
