Depth,Qc,Fs,u,Hegazy Vs,Andrus-H Vs,Andrus-P Vs,Rob Vs,Mc15 Vs,Mc18 Vs
0.0,-0.0008,0.0,-0.0001,,,,,,
0.01,0.2627,0.0,-0.0005,,,,,,
0.02,0.4475,0.0001,-0.0001,3910.9146057669013,43.01050468762263,52.3606144023232,335.0725500664876,12.337249835773697,29.863191058795966
0.03,0.4003,0.0002,0.0003,,,,,,
0.04,0.376,0.0004,-0.0003,4087.6582673744697,44.50450842630065,54.179401562452966,337.8418015918675,16.367732909071716,42.56034327407723
0.05,0.3661,0.0008,-0.0005,,,,,,
0.06,0.3664,0.0015,-0.0006,3614.1584929599594,48.03266880171597,58.47455332382814,338.6724981372003,20.3689682899692,55.98828386903229
0.07,0.3667,0.003,-0.0006,,,,,,
0.08,0.42,0.0031,-0.0007,3090.963256645396,52.92793874281126,64.43401238255284,329.15219470988205,23.900542446231704,66.24156540851509
0.09,0.42,0.0032,-0.0007,,,,,,
0.1,0.5065,0.0031,-0.0007,2154.687733163756,56.75186332707965,69.08922491992305,293.5487883730005,26.125239733049302,70.1860277124942
0.11,0.5183,0.0031,-0.0008,,,,,,
0.12,0.4868,0.0024,-0.0009,1667.382163858791,56.893518360191244,69.26167452545022,266.8156801016078,26.752614068435374,71.07329765742777
0.13,0.4829,0.0021,-0.0009,,,,,,
0.14,0.4632,0.0019,-0.0009,1375.0244485688534,56.80757106614812,69.15704303704989,248.15467341424474,27.192468687609487,71.66297012081975
0.15,0.4593,0.0017,-0.0009,,,,,,
0.16,0.4436,0.0015,-0.0009,1162.5669969081277,56.696499409558285,69.02182536815792,232.85120791419973,27.500813071022723,71.85908982386194
0.17,0.416,0.0015,-0.0009,,,,,,
0.18,0.3885,0.0012,-0.0009,1077.7173610756608,55.38018580562463,67.41935663293434,225.13886661732488,27.367046504441387,71.84536487845737
0.19,0.3728,0.0011,-0.0009,,,,,,
0.2,0.3531,0.0011,-0.0009,1028.2475500172388,54.715015015484994,66.60958349711217,220.67725229058055,27.59542111983174,72.90475192129902
0.21,0.3295,0.001,-0.0009,,,,,,
0.22,0.3099,0.001,-0.0009,937.4632675732247,53.52014114132652,65.15495443291924,210.14934692547652,27.58971633335473,73.69325394300058
0.23,0.2745,0.0009,-0.0009,,,,,,
0.24,0.2627,0.0009,-0.0009,848.5284532246062,51.827265689728364,63.09406257879976,198.25071560545805,27.36030453262911,74.21791171133107
0.25,0.2548,0.0009,-0.0009,,,,,,
0.26,0.2469,0.0009,-0.0009,793.354323702113,51.56241665801664,62.771637670628955,192.04734572185833,27.727172159143674,75.7014494072494
0.27,0.2391,0.0008,-0.0009,,,,,,
0.28,0.2351,0.0008,-0.0009,730.0809735203999,51.23920195868436,62.37815890622444,185.32447679795368,27.832012015880338,75.9345992208874
0.29,0.2312,0.0008,-0.0009,,,,,,
0.3,0.2273,0.0008,-0.0009,690.222885098095,51.25407917968872,62.396270305708015,180.9430688359322,28.23347400646404,77.25239759065262
0.31,0.2194,0.0008,-0.0009,,,,,,
0.32,0.2155,0.0008,-0.0009,653.8440635145648,50.99380698290879,62.079417196584615,176.26364877476666,28.52478590229877,78.49317711186151
0.33,0.2155,0.0008,-0.0009,,,,,,
0.34,0.2116,0.0008,-0.0009,622.8985499084905,51.148130126224714,62.26728884931705,172.9308894356399,28.933414340819393,79.69561670112832
0.35,0.2076,0.0008,-0.0009,,,,,,
0.36,0.1998,0.0008,-0.0009,593.2485498395099,50.78776593321504,61.82858461434875,168.6505339639959,29.154938981643987,80.82214884555921
