File Name, Hegazy Depth, Hegazy Vs, Andrus Depth, Andrus Vs, Rob Depth, Rob Vs, Mc15 Depth, Mc15 Vs, Mc18 Depth, Mc18 Vs
CPT_6457, 0.08, 835.60, 0.08, 187.21, 0.08, 225.74, 0.08, 37.33, 0.08, 58.79
CPT_6457, 0.10, 469.90, 0.10, 144.91, 0.10, 168.14, 0.10, 46.38, 0.10, 91.95
CPT_6457, 0.12, 429.31, 0.12, 155.56, 0.12, 177.63, 0.12, 52.43, 0.12, 102.68
CPT_6457, 0.14, 203.56, 0.14, 146.34, 0.14, 137.97, 0.14, 53.35, 0.14, 96.20
CPT_6457, 0.16, 203.45, 0.16, 150.07, 0.16, 143.55, 0.16, 57.35, 0.16, 103.35
CPT_6457, 0.18, 297.98, 0.18, 169.45, 0.18, 175.38, 0.18, 65.72, 0.18, 121.29
CPT_6457, 0.20, 272.49, 0.20, 173.37, 0.20, 175.37, 0.20, 70.43, 0.20, 127.26
CPT_6457, 0.22, 159.99, 0.22, 153.71, 0.22, 143.76, 0.22, 67.91, 0.22, 116.26
CPT_6457, 0.24, 159.61, 0.24, 154.16, 0.24, 146.02, 0.24, 69.58, 0.24, 118.85
CPT_6457, 0.26, 226.42, 0.26, 170.63, 0.26, 171.66, 0.26, 75.96, 0.26, 134.02
CPT_6457, 0.28, 363.88, 0.28, 189.81, 0.28, 210.15, 0.28, 80.13, 0.28, 146.75
CPT_6457, 0.30, 398.95, 0.30, 191.44, 0.30, 219.00, 0.30, 80.75, 0.30, 149.82
CPT_6457, 0.32, 409.07, 0.32, 191.79, 0.32, 222.61, 0.32, 81.64, 0.32, 152.23
CPT_6457, 0.34, 825.17, 0.34, 218.01, 0.34, 297.35, 0.34, 86.94, 0.34, 169.89
CPT_6457, 0.36, 782.56, 0.36, 217.13, 0.36, 293.31, 0.36, 88.08, 0.36, 171.60
CPT_6457, 0.38, 544.13, 0.38, 203.00, 0.38, 254.58, 0.38, 86.54, 0.38, 165.30
CPT_6457, 0.40, 579.29, 0.40, 198.73, 0.40, 258.61, 0.40, 84.92, 0.40, 165.58
CPT_6457, 0.42, 550.73, 0.42, 198.15, 0.42, 255.21, 0.42, 85.99, 0.42, 166.96
CPT_6457, 0.44, 568.89, 0.44, 197.23, 0.44, 258.37, 0.44, 86.12, 0.44, 168.66
CPT_6457, 0.46, 536.18, 0.46, 194.41, 0.46, 252.85, 0.46, 86.16, 0.46, 168.64
CPT_6457, 0.48, 375.79, 0.48, 181.00, 0.48, 219.86, 0.48, 83.78, 0.48, 160.36
CPT_6457, 0.50, 483.16, 0.50, 177.96, 0.50, 236.75, 0.50, 80.87, 0.50, 162.49
CPT_6457, 0.52, 945.23, 0.52, 176.76, 0.52, 296.59, 0.52, 78.49, 0.52, 173.01
CPT_6457, 0.54, 1635.10, 0.54, 171.69, 0.54, 356.58, 0.54, 76.80, 0.54, 182.32
CPT_6457, 0.56, 1783.38, 0.56, 162.66, 0.56, 361.42, 0.56, 74.41, 0.56, 182.14
CPT_6457, 0.58, 2195.87, 0.58, 154.08, 0.58, 381.93, 0.58, 72.34, 0.58, 185.04
CPT_6457, 0.60, 2108.71, 0.60, 153.93, 0.60, 376.68, 0.60, 72.91, 0.60, 186.18
CPT_6457, 0.62, 2001.57, 0.62, 148.99, 0.62, 363.11, 0.62, 71.92, 0.62, 186.14
CPT_6457, 0.64, 1946.93, 0.64, 149.20, 0.64, 359.85, 0.64, 72.58, 0.64, 187.64
CPT_6457, 0.66, 1528.86, 0.66, 143.01, 0.66, 328.08, 0.66, 70.55, 0.66, 179.82
CPT_6457, 0.68, 1134.85, 0.68, 138.31, 0.68, 291.75, 0.68, 68.95, 0.68, 172.52
CPT_6457, 0.70, 1017.32, 0.70, 134.80, 0.70, 278.23, 0.70, 67.98, 0.70, 169.91
CPT_6457, 0.72, 845.88, 0.72, 131.50, 0.72, 258.53, 0.72, 67.00, 0.72, 165.66
CPT_6457, 0.74, 812.89, 0.74, 132.57, 0.74, 255.82, 0.74, 67.87, 0.74, 166.85
CPT_6457, 0.76, 654.36, 0.76, 136.97, 0.76, 240.40, 0.76, 69.94, 0.76, 165.76
CPT_6457, 0.78, 654.57, 0.78, 137.46, 0.78, 240.88, 0.78, 70.59, 0.78, 167.38
CPT_6457, 0.80, 508.00, 0.80, 142.06, 0.80, 224.16, 0.80, 72.92, 0.80, 165.44
CPT_6457, 0.82, 467.49, 0.82, 145.27, 0.82, 220.25, 0.82, 74.84, 0.82, 166.64
CPT_6457, 0.84, 402.65, 0.84, 144.16, 0.84, 209.26, 0.84, 74.87, 0.84, 163.81
CPT_6457, 0.86, 360.24, 0.86, 141.78, 0.86, 200.59, 0.86, 74.23, 0.86, 160.92
CPT_6457, 0.88, 305.32, 0.88, 139.00, 0.88, 188.82, 0.88, 73.36, 0.88, 156.23
CPT_6457, 0.90, 301.09, 0.90, 139.30, 0.90, 188.32, 0.90, 73.92, 0.90, 157.13
CPT_6457, 0.92, 244.32, 0.92, 134.12, 0.92, 173.58, 0.92, 71.54, 0.92, 148.84
CPT_6457, 0.94, 218.18, 0.94, 131.50, 0.94, 166.27, 0.94, 70.28, 0.94, 144.16
CPT_6457, 0.96, 208.80, 0.96, 130.53, 0.96, 163.61, 0.96, 69.96, 0.96, 142.72
CPT_6457, 0.98, 216.16, 0.98, 131.39, 0.98, 165.96, 0.98, 70.94, 0.98, 145.67
CPT_6457, 1.00, 216.62, 1.00, 131.21, 1.00, 165.96, 1.00, 71.19, 1.00, 146.40
CPT_6457, 1.02, 225.64, 1.02, 131.87, 1.02, 168.41, 1.02, 72.01, 1.02, 149.14
CPT_6457, 1.04, 241.03, 1.04, 133.72, 1.04, 172.97, 1.04, 73.51, 1.04, 153.47
CPT_6457, 1.06, 250.12, 1.06, 134.24, 1.06, 175.25, 1.06, 74.18, 1.06, 155.80
CPT_6457, 1.08, 252.22, 1.08, 133.74, 1.08, 175.40, 1.08, 74.25, 1.08, 156.51
CPT_6457, 1.10, 274.21, 1.10, 134.06, 1.10, 180.16, 1.10, 74.83, 1.10, 160.11
CPT_6457, 1.12, 285.10, 1.12, 134.19, 1.12, 182.43, 1.12, 75.27, 1.12, 162.16
CPT_6457, 1.14, 288.59, 1.14, 133.46, 1.14, 182.67, 1.14, 75.22, 1.14, 162.84
CPT_6457, 1.16, 310.37, 1.16, 133.82, 1.16, 187.10, 1.16, 75.79, 1.16, 166.02
CPT_6457, 1.18, 318.30, 1.18, 134.38, 1.18, 188.95, 1.18, 76.43, 1.18, 167.91
CPT_6457, 1.20, 341.16, 1.20, 136.30, 1.20, 194.37, 1.20, 77.76, 1.20, 171.88
CPT_6457, 1.22, 356.38, 1.22, 137.52, 1.22, 197.86, 1.22, 78.67, 1.22, 174.56
CPT_6457, 1.24, 354.93, 1.24, 137.59, 1.24, 197.66, 1.24, 79.03, 1.24, 175.28
CPT_6457, 1.26, 399.95, 1.26, 129.36, 1.26, 199.87, 1.26, 75.36, 1.26, 174.58
CPT_6457, 1.28, 400.83, 1.28, 127.49, 1.28, 198.75, 1.28, 74.69, 1.28, 174.18
CPT_6457, 1.30, 424.51, 1.30, 122.53, 1.30, 199.12, 1.30, 72.64, 1.30, 173.56
CPT_6457, 1.32, 451.28, 1.32, 119.15, 1.32, 200.79, 1.32, 71.40, 1.32, 174.04
CPT_6457, 1.34, 485.82, 1.34, 116.84, 1.34, 204.10, 1.34, 70.74, 1.34, 175.61
CPT_6457, 1.36, 489.81, 1.36, 116.15, 1.36, 204.12, 1.36, 70.71, 1.36, 176.23
CPT_6457, 1.38, 496.12, 1.38, 116.95, 1.38, 205.54, 1.38, 71.41, 1.38, 177.92
CPT_6457, 1.40, 508.44, 1.40, 118.70, 1.40, 208.47, 1.40, 72.60, 1.40, 180.57
CPT_6457, 1.42, 526.16, 1.42, 118.17, 1.42, 210.44, 1.42, 72.71, 1.42, 182.09
CPT_6457, 1.44, 583.26, 1.44, 118.26, 1.44, 217.86, 1.44, 73.27, 1.44, 186.09
CPT_6457, 1.46, 610.75, 1.46, 118.23, 1.46, 220.32, 1.46, 73.69, 1.46, 189.01
CPT_6457, 1.48, 629.11, 1.48, 115.77, 1.48, 218.62, 1.48, 73.01, 1.48, 190.94
CPT_6457, 1.50, 647.31, 1.50, 113.18, 1.50, 216.73, 1.50, 72.28, 1.50, 192.80
CPT_6457, 1.52, 670.23, 1.52, 112.40, 1.52, 217.44, 1.52, 72.37, 1.52, 195.33
CPT_6457, 1.54, 706.61, 1.54, 112.29, 1.54, 219.97, 1.54, 72.83, 1.54, 198.93
CPT_6457, 1.56, 697.92, 1.56, 110.51, 1.56, 216.91, 1.56, 72.28, 1.56, 198.90
CPT_6457, 1.58, 631.13, 1.58, 109.06, 1.58, 209.60, 1.58, 71.43, 1.58, 194.42
CPT_6457, 1.60, 594.58, 1.60, 108.11, 1.60, 205.21, 1.60, 70.98, 1.60, 192.07
CPT_6457, 1.62, 566.62, 1.62, 106.64, 1.62, 200.84, 1.62, 70.35, 1.62, 190.19
CPT_6457, 1.64, 537.88, 1.64, 105.09, 1.64, 196.27, 1.64, 69.64, 1.64, 188.05
CPT_6457, 1.66, 517.24, 1.66, 103.93, 1.66, 192.85, 1.66, 69.16, 1.66, 186.64
CPT_6457, 1.68, 522.51, 1.68, 105.27, 1.68, 194.79, 1.68, 70.06, 1.68, 188.26
CPT_6457, 1.70, 518.38, 1.70, 106.56, 1.70, 195.80, 1.70, 70.84, 1.70, 188.90
CPT_6457, 1.72, 514.13, 1.72, 107.96, 1.72, 196.93, 1.72, 71.66, 1.72, 189.54
CPT_6457, 1.74, 503.51, 1.74, 114.74, 1.74, 203.94, 1.74, 74.90, 1.74, 190.49
CPT_6457, 1.76, 508.27, 1.76, 117.66, 1.76, 206.98, 1.76, 76.61, 1.76, 193.10
CPT_6457, 1.78, 492.83, 1.78, 119.25, 1.78, 206.01, 1.78, 77.56, 1.78, 193.74
CPT_6457, 1.80, 537.24, 1.80, 119.95, 1.80, 212.45, 1.80, 78.38, 1.80, 197.77
CPT_6457, 1.82, 546.46, 1.82, 119.31, 1.82, 212.66, 1.82, 78.37, 1.82, 199.08
CPT_6457, 1.84, 537.01, 1.84, 118.32, 1.84, 210.44, 1.84, 78.07, 1.84, 198.77
CPT_6457, 1.86, 526.77, 1.86, 117.92, 1.86, 208.86, 1.86, 78.04, 1.86, 198.46
CPT_6457, 1.88, 518.64, 1.88, 115.81, 1.88, 205.42, 1.88, 77.21, 1.88, 198.01
CPT_6457, 1.90, 518.98, 1.90, 113.53, 1.90, 202.58, 1.90, 76.38, 1.90, 198.40
CPT_6457, 1.92, 526.89, 1.92, 111.60, 1.92, 200.85, 1.92, 75.79, 1.92, 199.67
CPT_6457, 1.94, 525.96, 1.94, 110.09, 1.94, 198.81, 1.94, 75.31, 1.94, 200.10
CPT_6457, 1.96, 499.09, 1.96, 109.50, 1.96, 195.48, 1.96, 74.99, 1.96, 197.90
CPT_6457, 1.98, 486.81, 1.98, 110.84, 1.98, 195.76, 1.98, 75.71, 1.98, 197.54
CPT_6457, 2.00, 466.46, 2.00, 111.67, 2.00, 194.63, 2.00, 76.11, 2.00, 196.09
CPT_6457, 2.02, 447.97, 2.02, 110.31, 2.02, 191.07, 2.02, 75.47, 2.02, 194.33
CPT_6457, 2.04, 432.46, 2.04, 104.00, 2.04, 181.96, 2.04, 72.51, 2.04, 192.07
CPT_6457, 2.06, 413.83, 2.06, 99.76, 2.06, 174.94, 2.06, 70.46, 2.06, 189.71
CPT_6457, 2.08, 361.61, 2.08, 95.38, 2.08, 164.19, 2.08, 67.77, 2.08, 182.16
CPT_6457, 2.10, 325.25, 2.10, 92.13, 2.10, 156.21, 2.10, 65.73, 2.10, 176.37
CPT_6457, 2.12, 311.30, 2.12, 91.48, 2.12, 153.73, 2.12, 65.31, 2.12, 174.39
CPT_6457, 2.14, 296.90, 2.14, 90.63, 2.14, 150.95, 2.14, 64.76, 2.14, 172.13
CPT_6457, 2.16, 295.55, 2.16, 90.37, 2.16, 150.37, 2.16, 64.79, 2.16, 172.52
CPT_6457, 2.18, 266.09, 2.18, 88.71, 2.18, 144.74, 2.18, 63.38, 2.18, 166.57
CPT_6457, 2.20, 265.07, 2.20, 88.87, 2.20, 144.69, 2.20, 63.61, 2.20, 166.96
CPT_6457, 2.22, 292.16, 2.22, 92.16, 2.22, 151.74, 2.22, 66.12, 2.22, 173.83
CPT_6457, 2.24, 288.22, 2.24, 91.85, 2.24, 150.79, 2.24, 66.28, 2.24, 174.23
CPT_6457, 2.26, 287.09, 2.26, 91.87, 2.26, 150.58, 2.26, 66.45, 2.26, 174.62
CPT_6457, 2.28, 298.66, 2.28, 93.54, 2.28, 153.79, 2.28, 67.71, 2.28, 177.77
CPT_6457, 2.30, 284.90, 2.30, 92.80, 2.30, 151.17, 2.30, 67.20, 2.30, 175.46
CPT_6457, 2.32, 284.14, 2.32, 94.96, 2.32, 153.48, 2.32, 68.38, 2.32, 175.98
CPT_6457, 2.34, 295.57, 2.34, 98.40, 2.34, 158.74, 2.34, 70.51, 2.34, 179.25
CPT_6457, 2.36, 279.80, 2.36, 103.36, 2.36, 160.01, 2.36, 73.06, 2.36, 179.94
CPT_6457, 2.38, 266.93, 2.38, 110.69, 2.38, 162.76, 2.38, 77.13, 2.38, 183.22
CPT_6457, 2.40, 277.13, 2.40, 118.32, 2.40, 169.92, 2.40, 81.84, 2.40, 190.32
CPT_6457, 2.42, 273.99, 2.42, 124.88, 2.42, 173.76, 2.42, 85.79, 2.42, 194.63
CPT_6457, 2.44, 228.93, 2.44, 134.49, 2.44, 171.01, 2.44, 91.38, 2.44, 193.96
CPT_6457, 2.46, 217.22, 2.46, 135.36, 2.46, 169.06, 2.46, 91.98, 2.46, 192.60
CPT_6457, 2.48, 216.85, 2.48, 138.28, 2.48, 170.95, 2.48, 94.08, 2.48, 195.01
CPT_6457, 2.50, 234.63, 2.50, 147.14, 2.50, 180.80, 2.50, 100.25, 2.50, 205.01
CPT_6457, 2.52, 271.68, 2.52, 158.47, 2.52, 196.15, 2.52, 107.72, 2.52, 218.71
CPT_6457, 2.54, 267.18, 2.54, 162.03, 2.54, 197.83, 2.54, 110.50, 2.54, 221.09
CPT_6457, 2.56, 279.44, 2.56, 164.59, 2.56, 202.01, 2.56, 112.21, 2.56, 224.80
CPT_6457, 2.58, 313.29, 2.58, 168.46, 2.58, 211.02, 2.58, 114.30, 2.58, 231.54
CPT_6457, 2.60, 345.64, 2.60, 170.87, 2.60, 218.44, 2.60, 115.48, 2.60, 236.72
CPT_6457, 2.62, 380.11, 2.62, 170.68, 2.62, 224.13, 2.62, 115.06, 2.62, 240.22
CPT_6457, 2.64, 386.37, 2.64, 167.61, 2.64, 223.01, 2.64, 113.30, 2.64, 239.46
CPT_6457, 2.66, 342.44, 2.66, 160.41, 2.66, 210.53, 2.66, 109.44, 2.66, 231.44
CPT_6457, 2.68, 355.52, 2.68, 160.16, 2.68, 212.61, 2.68, 109.37, 2.68, 233.12
CPT_6457, 2.70, 375.08, 2.70, 168.15, 2.70, 221.52, 2.70, 114.34, 2.70, 240.34
CPT_6457, 2.72, 364.74, 2.72, 166.83, 2.72, 218.86, 2.72, 113.83, 2.72, 239.11
CPT_6457, 2.74, 359.04, 2.74, 163.52, 2.74, 215.57, 2.74, 112.01, 2.74, 237.07
CPT_6457, 2.76, 386.01, 2.76, 160.64, 2.76, 218.04, 2.76, 110.25, 2.76, 238.44
CPT_6457, 2.78, 468.83, 2.78, 163.19, 2.78, 232.70, 2.78, 111.63, 2.78, 247.51
CPT_6457, 2.80, 493.48, 2.80, 162.65, 2.80, 235.89, 2.80, 111.47, 2.80, 249.65
CPT_6457, 2.82, 495.38, 2.82, 162.99, 2.82, 236.39, 2.82, 111.86, 2.82, 250.54
CPT_6457, 2.84, 463.63, 2.84, 166.91, 2.84, 234.54, 2.84, 114.38, 2.84, 250.83
CPT_6457, 2.86, 430.34, 2.86, 170.43, 2.86, 231.99, 2.86, 116.82, 2.86, 250.66
CPT_6457, 2.88, 405.20, 2.88, 172.77, 2.88, 229.71, 2.88, 118.65, 2.88, 250.39
CPT_6457, 2.90, 379.64, 2.90, 177.01, 2.90, 228.65, 2.90, 121.86, 2.90, 251.15
CPT_6457, 2.92, 379.81, 2.92, 180.21, 2.92, 231.01, 2.92, 124.14, 2.92, 253.56
CPT_6457, 2.94, 341.35, 2.94, 179.11, 2.94, 223.86, 2.94, 124.44, 2.94, 249.90
CPT_6457, 2.96, 301.22, 2.96, 175.18, 2.96, 214.04, 2.96, 122.99, 2.96, 243.82
CPT_6457, 2.98, 282.75, 2.98, 171.45, 2.98, 207.94, 2.98, 121.02, 2.98, 239.70
